TICKER,PER,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL
US2.GOOG,10,03/01/16,09:40,702.6000000,704.8600000,700.0000000,700.6800000,8508
US2.GOOG,10,03/01/16,09:50,700.0500000,704.1900000,699.8000000,701.0300000,9148
US2.GOOG,10,03/01/16,10:00,702.5600000,705.4800000,702.2300000,704.7600000,2262
US2.GOOG,10,03/01/16,10:10,705.3100000,707.6500000,705.2700000,707.4300000,4728
US2.GOOG,10,03/01/16,10:20,708.0000000,708.4200000,706.1400000,707.5000000,3160
US2.GOOG,10,03/01/16,10:30,707.7500000,711.7800000,707.7500000,711.2500000,2400
US2.GOOG,10,03/01/16,10:40,711.1200000,712.6900000,711.1200000,712.6900000,1731
US2.GOOG,10,03/01/16,10:50,711.8400000,712.9900000,711.8400000,712.8200000,1100
US2.GOOG,10,03/01/16,11:00,713.1500000,713.2400000,711.3900000,711.3900000,2374
US2.GOOG,10,03/01/16,11:10,711.4500000,712.5500000,711.3800000,712.5500000,1000
US2.GOOG,10,03/01/16,11:20,712.5400000,712.6800000,711.9500000,712.0700000,1050
US2.GOOG,10,03/01/16,11:30,712.5300000,712.7700000,712.3300000,712.7700000,300
US2.GOOG,10,03/01/16,11:40,712.8400000,714.4800000,712.4600000,714.4800000,1500
US2.GOOG,10,03/01/16,11:50,714.7600000,715.0400000,714.3700000,714.9900000,2500
US2.GOOG,10,03/01/16,12:00,715.0200000,715.9300000,714.6200000,715.9300000,2468
US2.GOOG,10,03/01/16,12:10,716.1600000,717.4500000,716.1600000,716.7800000,2810
US2.GOOG,10,03/01/16,12:20,716.9500000,716.9900000,716.4100000,716.4100000,1100
US2.GOOG,10,03/01/16,12:30,716.0700000,716.0700000,715.7200000,715.8600000,600
US2.GOOG,10,03/01/16,12:40,715.7800000,715.8000000,714.3800000,714.3800000,3044
US2.GOOG,10,03/01/16,12:50,714.7300000,715.7900000,714.5100000,715.1800000,1600
US2.GOOG,10,03/01/16,13:00,714.7500000,714.7600000,714.7500000,714.7600000,400
US2.GOOG,10,03/01/16,13:10,713.6500000,714.3800000,713.4700000,714.1100000,1010
US2.GOOG,10,03/01/16,13:20,713.9400000,714.4000000,713.1500000,713.3200000,1100
US2.GOOG,10,03/01/16,13:30,713.7700000,714.0400000,713.2000000,713.2000000,1200
US2.GOOG,10,03/01/16,13:40,713.9700000,713.9700000,713.5300000,713.6500000,300
US2.GOOG,10,03/01/16,13:50,714.4900000,715.2500000,714.4900000,714.9400000,1002
US2.GOOG,10,03/01/16,14:00,715.0000000,715.0000000,714.2600000,714.5200000,1000
US2.GOOG,10,03/01/16,14:10,714.9700000,716.2500000,714.9700000,715.8300000,1269
US2.GOOG,10,03/01/16,14:20,716.0900000,716.5500000,715.6900000,716.1600000,1200
US2.GOOG,10,03/01/16,14:30,715.8100000,715.8100000,715.0200000,715.0200000,900
US2.GOOG,10,03/01/16,14:40,715.8250000,715.8500000,715.6800000,715.6800000,700
US2.GOOG,10,03/01/16,14:50,717.0000000,717.1600000,716.5000000,716.5000000,600
US2.GOOG,10,03/01/16,15:00,716.3800000,717.9100000,716.3800000,717.9100000,1800
US2.GOOG,10,03/01/16,15:10,718.1400000,718.7300000,718.0800000,718.7300000,1000
US2.GOOG,10,03/01/16,15:20,718.3000000,718.4700000,717.7900000,718.4700000,1900
US2.GOOG,10,03/01/16,15:30,717.7600000,717.7600000,716.4400000,717.3400000,1700
US2.GOOG,10,03/01/16,15:40,716.6700000,717.0900000,716.3000000,716.6600000,2322
US2.GOOG,10,03/01/16,15:50,716.2700000,717.2200000,716.2700000,716.9300000,1700
US2.GOOG,10,03/01/16,16:00,716.9900000,718.5800000,716.9400000,718.5800000,3675
US2.GOOG,10,03/02/16,09:40,718.9000000,720.0000000,715.1700000,717.0000000,6412
US2.GOOG,10,03/02/16,09:50,717.3700000,717.7200000,715.0800000,715.0800000,2900
US2.GOOG,10,03/02/16,10:00,714.6300000,715.1700000,712.0800000,715.1700000,2800
US2.GOOG,10,03/02/16,10:10,715.3500000,717.5400000,714.9400000,717.5400000,1945
US2.GOOG,10,03/02/16,10:20,716.6200000,718.5000000,716.3100000,718.1700000,1500
US2.GOOG,10,03/02/16,10:30,718.0900000,718.3000000,717.6900000,718.2800000,1100
US2.GOOG,10,03/02/16,10:40,716.2700000,717.3800000,715.7700000,715.9200000,2316
US2.GOOG,10,03/02/16,10:50,716.4100000,716.4100000,715.1200000,715.1200000,600
US2.GOOG,10,03/02/16,11:00,715.5900000,716.7300000,715.5900000,715.8500000,1204
US2.GOOG,10,03/02/16,11:10,715.9000000,718.4800000,715.9000000,718.4800000,705
US2.GOOG,10,03/02/16,11:20,718.3900000,718.4000000,716.0500000,716.0500000,400
US2.GOOG,10,03/02/16,11:30,715.8500000,715.9000000,714.7700000,715.8400000,1400
US2.GOOG,10,03/02/16,11:40,715.9900000,715.9900000,715.3100000,715.4500000,300
US2.GOOG,10,03/02/16,11:50,716.0300000,716.0300000,715.9700000,715.9700000,200
US2.GOOG,10,03/02/16,12:00,716.2300000,716.5500000,713.7600000,713.7600000,700
US2.GOOG,10,03/02/16,12:10,713.1900000,713.6500000,713.0700000,713.6500000,700
US2.GOOG,10,03/02/16,12:20,715.6000000,715.9100000,715.5500000,715.5700000,600
US2.GOOG,10,03/02/16,12:30,715.8700000,715.8700000,715.5500000,715.5500000,300
US2.GOOG,10,03/02/16,12:40,715.5800000,716.6100000,715.5700000,716.3500000,603
US2.GOOG,10,03/02/16,12:50,716.0400000,716.6100000,716.0400000,716.6100000,400
US2.GOOG,10,03/02/16,13:00,716.5700000,717.1400000,716.1300000,717.1400000,600
US2.GOOG,10,03/02/16,13:20,716.9200000,717.3000000,716.9200000,717.0800000,800
US2.GOOG,10,03/02/16,13:30,716.6800000,716.6800000,715.5100000,715.7600000,300
US2.GOOG,10,03/02/16,13:40,716.9500000,716.9500000,716.8350000,716.8350000,600
US2.GOOG,10,03/02/16,13:50,716.1700000,716.1700000,715.9500000,715.9500000,700
US2.GOOG,10,03/02/16,14:00,715.9800000,716.2600000,714.7300000,714.8600000,900
US2.GOOG,10,03/02/16,14:10,714.5800000,714.7600000,713.8200000,713.8200000,1100
US2.GOOG,10,03/02/16,14:20,713.3450000,713.7300000,712.8400000,712.9900000,900
US2.GOOG,10,03/02/16,14:30,713.1600000,714.0800000,713.1600000,713.8500000,800
US2.GOOG,10,03/02/16,14:40,713.7900000,714.6000000,713.7900000,714.6000000,700
US2.GOOG,10,03/02/16,14:50,714.8600000,715.9000000,714.8600000,715.5900000,400
US2.GOOG,10,03/02/16,15:00,715.4000000,715.4200000,715.4000000,715.4200000,200
US2.GOOG,10,03/02/16,15:10,715.5000000,715.5000000,714.6300000,714.6300000,700
US2.GOOG,10,03/02/16,15:20,716.1900000,717.8400000,716.1900000,717.5500000,700
US2.GOOG,10,03/02/16,15:30,717.9400000,718.6900000,717.1900000,717.1900000,700
US2.GOOG,10,03/02/16,15:40,716.5500000,717.6700000,716.5500000,717.3700000,600
US2.GOOG,10,03/02/16,15:50,717.1500000,718.4700000,717.1200000,717.8200000,1700
US2.GOOG,10,03/02/16,16:00,717.6400000,718.6200000,717.5000000,718.3100000,1277
US2.GOOG,10,03/03/16,09:40,718.5100000,719.4500000,715.8300000,718.5000000,1412
US2.GOOG,10,03/03/16,09:50,715.7600000,715.7600000,713.7000000,714.3550000,2400
US2.GOOG,10,03/03/16,10:00,714.2600000,714.7200000,713.1400000,713.2800000,2700
US2.GOOG,10,03/03/16,10:10,713.5700000,714.0000000,712.1600000,713.5400000,2100
US2.GOOG,10,03/03/16,10:20,713.1700000,713.5600000,711.3900000,712.6500000,3187
US2.GOOG,10,03/03/16,10:30,712.9900000,713.1300000,711.1500000,712.6700000,3200
US2.GOOG,10,03/03/16,10:40,712.3800000,713.2600000,711.8300000,713.2600000,2250
US2.GOOG,10,03/03/16,10:50,712.7900000,713.7600000,712.4200000,713.6300000,1700
US2.GOOG,10,03/03/16,11:00,713.1700000,713.4800000,712.0300000,712.0400000,1649
US2.GOOG,10,03/03/16,11:10,711.7200000,711.9900000,710.6500000,711.9200000,3903
US2.GOOG,10,03/03/16,11:20,711.9200000,712.0300000,710.8700000,712.0300000,1300
US2.GOOG,10,03/03/16,11:30,711.8200000,714.0000000,706.0300000,711.7300000,10599
US2.GOOG,10,03/03/16,11:40,711.4500000,712.4800000,711.4500000,712.4800000,900
US2.GOOG,10,03/03/16,11:50,711.8300000,712.6600000,711.6000000,712.6600000,1400
US2.GOOG,10,03/03/16,12:00,712.6400000,712.9900000,711.8600000,712.3300000,2431
US2.GOOG,10,03/03/16,12:10,712.4300000,712.5800000,712.0500000,712.2800000,1000
US2.GOOG,10,03/03/16,12:20,711.9200000,711.9200000,711.3800000,711.3800000,600
US2.GOOG,10,03/03/16,12:30,710.9900000,711.4800000,710.7200000,711.0300000,1200
US2.GOOG,10,03/03/16,12:40,710.7300000,711.0100000,710.7300000,710.9000000,300
US2.GOOG,10,03/03/16,12:50,711.1600000,711.4100000,710.3200000,710.3200000,712
US2.GOOG,10,03/03/16,13:00,710.6900000,711.0000000,710.6900000,710.7900000,700
US2.GOOG,10,03/03/16,13:10,710.9900000,712.0500000,710.9900000,711.7800000,800
US2.GOOG,10,03/03/16,13:20,711.7700000,711.7700000,710.5300000,710.7900000,1609
US2.GOOG,10,03/03/16,13:30,710.8800000,710.8800000,709.8300000,709.9000000,1850
US2.GOOG,10,03/03/16,13:40,710.4300000,711.6600000,710.3000000,711.6600000,1600
US2.GOOG,10,03/03/16,13:50,711.7400000,712.6000000,711.5800000,712.3500000,1776
US2.GOOG,10,03/03/16,14:00,712.8700000,713.2000000,711.4500000,711.4500000,1900
US2.GOOG,10,03/03/16,14:10,711.1900000,711.1900000,711.0000000,711.1800000,600
US2.GOOG,10,03/03/16,14:20,711.8600000,713.0100000,711.8600000,712.8500000,755
US2.GOOG,10,03/03/16,14:30,712.8500000,712.8500000,712.1400000,712.1400000,600
US2.GOOG,10,03/03/16,14:40,711.2800000,711.2800000,711.0800000,711.0900000,818
US2.GOOG,10,03/03/16,14:50,710.8700000,710.9900000,710.7200000,710.7200000,600
US2.GOOG,10,03/03/16,15:00,711.3300000,711.8850000,711.2000000,711.2400000,1000
US2.GOOG,10,03/03/16,15:10,712.0000000,712.2800000,711.0400000,711.0400000,1005
