"date","close","volume","open","high","low"

"2017/05/05","155.4800","1341497.0000","156.3100","156.6200","154.8100"
"2017/05/04","156.0400","2153337.0000","159.1600","159.6200","155.4100"
"2017/05/03","158.6300","1896387.0000","159.4500","160.1800","157.4000"
"2017/05/02","160.5600","4156505.0000","162.7500","163.3600","159.4600"
"2017/05/01","151.3300","1998851.0000","151.8100","152.4700","149.8500"
"2017/04/28","150.9400","1100688.0000","151.4600","152.2300","150.3700"
"2017/04/27","151.0600","1002744.0000","152.4600","152.5800","150.2200"
"2017/04/26","152.0700","1097794.0000","151.8400","153.1300","151.0000"
"2017/04/25","152.1100","2131022.0000","150.2600","153.6500","150.2600"
"2017/04/24","149.1000","1483564.0000","148.0000","149.4600","147.9200"
"2017/04/21","145.5600","1337745.0000","146.1400","146.9950","144.4600"
"2017/04/20","146.1400","1118515.0000","145.3400","146.8400","144.9800"
"2017/04/19","144.3400","1610957.0000","145.9200","146.2350","143.8301"
"2017/04/18","145.0700","1376817.0000","145.2300","146.3200","144.0300"
"2017/04/17","147.0000","1098036.0000","146.0100","147.0700","145.2800"
"2017/04/13","144.5700","1553712.0000","147.5000","148.5100","144.5400"
"2017/04/12","146.9200","1536128.0000","150.4600","150.4600","146.5600"
"2017/04/11","150.4800","1449415.0000","149.1000","150.6400","146.5300"
"2017/04/10","149.1400","1234557.0000","149.9100","151.5600","149.1000"
"2017/04/07","149.4400","671695.0000","149.6200","151.0400","149.4000"
"2017/04/06","149.9800","778583.0000","150.0300","150.8100","149.1500"
"2017/04/05","149.8200","1200947.0000","151.3800","153.0300","149.3600"
"2017/04/04","150.1100","987630.0000","149.7200","150.3900","148.8300"
"2017/04/03","149.7200","1022911.0000","151.5500","151.7200","148.5100"
"2017/03/31","151.2000","849395.0000","151.2400","152.3800","150.8400"
"2017/03/30","151.9600","659591.0000","151.6700","152.3400","151.0200"
"2017/03/29","151.7100","777579.0000","151.3900","152.3500","151.1700"
"2017/03/28","151.6900","1424683.0000","149.6700","152.1800","149.1300"
"2017/03/27","149.6600","1214517.0000","148.6700","150.1000","147.4700"
"2017/03/24","150.7700","966699.0000","152.2400","152.8650","150.1400"
"2017/03/23","152.2200","802734.0000","151.6600","153.2700","151.0500"
"2017/03/22","151.8600","815684.0000","150.4400","152.3250","150.2200"
"2017/03/21","150.7100","1020308.0000","154.7000","155.1850","150.3600"
"2017/03/20","154.2900","945107.0000","154.5100","155.2200","153.9200"
"2017/03/17","154.5100","1779534.0000","154.9500","155.5100","153.8100"
"2017/03/16","153.9900","976833.0000","154.8600","155.4599","153.7800"
"2017/03/15","154.3500","1014294.0000","151.8900","155.2800","151.4498"
"2017/03/14","150.8800","760694.0000","151.3900","151.6600","149.2400"
"2017/03/13","152.8000","1082488.0000","151.7800","152.9200","151.5100"
"2017/03/10","151.5000","1017767.0000","150.1200","151.6300","149.5018"
"2017/03/09","148.8400","1830168.0000","150.6900","151.7500","147.7900"
"2017/03/08","151.1700","810497.0000","151.9700","152.6900","150.9300"
"2017/03/07","152.1000","907456.0000","152.1000","152.6800","150.9400"
"2017/03/06","152.4300","840428.0000","151.0700","152.7000","151.0450"
"2017/03/03","151.9400","913299.0000","151.3600","152.3600","150.9200"
"2017/03/02","150.8400","1060651.0000","152.6200","152.6200","150.6200"
"2017/03/01","152.8500","1071840.0000","150.9400","153.2300","150.2350"
"2017/02/28","148.4900","1125351.0000","149.6000","149.8900","148.1200"
"2017/02/27","149.9100","728755.0000","149.7400","150.7099","149.0200"
"2017/02/24","149.9400","869208.0000","148.5000","149.9400","147.9250"
"2017/02/23","149.1100","1252743.0000","152.8700","153.3100","148.5500"
"2017/02/22","152.2500","986738.0000","152.7100","153.4600","151.8000"
"2017/02/21","154.5100","1890113.0000","152.9700","154.6700","152.8500"
"2017/02/17","152.9100","1263440.0000","151.1700","152.9300","150.4400"
"2017/02/16","152.1800","1554811.0000","152.0000","152.3600","151.2500"
"2017/02/15","151.9400","1641518.0000","152.0000","152.5300","151.5500"
"2017/02/14","151.9600","1456880.0000","152.1200","152.5500","150.7550"
"2017/02/13","152.8500","2200101.0000","151.2600","153.6200","150.9600"
"2017/02/10","150.5600","1355290.0000","150.5000","151.0300","149.6800"
"2017/02/09","150.1400","2815626.0000","150.0000","153.4400","148.4500"
"2017/02/08","145.6800","2097353.0000","146.7100","147.2000","144.8000"
"2017/02/07","147.3500","1510851.0000","147.6300","148.7300","146.6900"
"2017/02/06","146.3800","1191050.0000","146.3900","146.9800","145.6700"
"2017/02/03","146.8600","947040.0000","146.9300","147.4400","146.1300"
"2017/02/02","146.3300","871531.0000","146.6600","147.8700","145.8500"
"2017/02/01","147.3200","1301224.0000","147.9100","149.9700","146.7100"
"2017/01/31","147.0100","1981809.0000","146.0000","147.2500","144.2500"
"2017/01/30","147.0100","1051445.0000","146.8500","147.2900","145.3299"
"2017/01/27","147.1400","794935.0000","147.4800","147.9900","146.6950"
"2017/01/26","147.4500","1507226.0000","148.2500","150.3500","146.6800"
"2017/01/25","147.8600","1477299.0000","146.2700","148.2500","145.9700"
"2017/01/24","145.0100","1107299.0000","142.0400","145.4700","141.9000"
"2017/01/23","141.4700","794486.0000","141.1900","141.7400","140.1800"
"2017/01/20","141.5800","906079.0000","141.3400","142.1274","140.6400"
"2017/01/19","140.9700","1142709.0000","141.0000","141.9500","140.3700"
"2017/01/18","139.9000","819386.0000","138.9300","139.9300","138.4800"
"2017/01/17","138.9200","1191168.0000","139.3600","140.1700","138.1600"
"2017/01/13","139.9800","923325.0000","138.9400","140.5600","138.6300"
"2017/01/12","138.5600","2600454.0000","140.4500","140.6300","134.0600"
"2017/01/11","140.7100","837541.0000","139.9500","141.0800","139.0500"
"2017/01/10","139.5600","1574671.0000","138.3600","140.0600","137.7000"
"2017/01/09","137.4200","925382.0000","139.8100","139.8100","137.2300"
"2017/01/06","138.7200","922366.0000","138.2600","139.8900","137.0100"
"2017/01/05","137.7500","1267648.0000","139.1600","140.1900","136.8400"
"2017/01/04","139.6300","1178368.0000","139.8800","140.8000","139.0900"
"2017/01/03","139.7900","1637721.0000","138.2500","139.8100","137.9225"
"2016/12/30","136.6700","1203088.0000","136.6100","137.6000","136.1300"
"2016/12/29","136.4200","935986.0000","136.8200","137.6500","135.9400"
"2016/12/28","136.4600","864667.0000","138.2200","138.7800","136.1800"
"2016/12/27","138.0800","697756.0000","138.2300","138.9800","137.5110"
"2016/12/23","138.2400","555863.0000","137.9500","138.7400","137.1000"
"2016/12/22","138.2300","960581.0000","138.6500","139.0300","137.7700"
"2016/12/21","138.7000","1098009.0000","138.0000","139.2800","137.5400"
"2016/12/20","138.0000","1200307.0000","137.3100","138.3890","137.0000"
"2016/12/19","137.4100","2477222.0000","135.7300","138.1100","135.5500"
"2016/12/16","135.3500","4413336.0000","138.7500","139.3800","135.1800"
"2016/12/15","138.8400","1796971.0000","138.8000","140.1100","138.1200"
"2016/12/14","138.8600","2446344.0000","141.7200","141.7800","138.6700"
"2016/12/13","142.6300","1126568.0000","142.4100","143.1700","141.5400"
"2016/12/12","142.3100","1297245.0000","142.5200","142.8700","140.7800"
"2016/12/09","142.2500","1375052.0000","144.0000","144.0450","141.7700"
"2016/12/08","143.7800","1946388.0000","145.8600","146.3300","143.3500"
"2016/12/07","146.4600","2469629.0000","142.8400","147.1000","142.1900"
"2016/12/06","142.6600","1451485.0000","142.4900","143.5600","142.1000"
"2016/12/05","142.8600","1776969.0000","143.9900","144.9600","142.2200"
"2016/12/02","142.9500","1028161.0000","142.2200","143.8100","141.8900"
"2016/12/01","142.6300","2240994.0000","140.7500","146.4800","139.8200"
"2016/11/30","141.7800","1967608.0000","139.6000","142.6800","139.3200"
"2016/11/29","138.2200","1055988.0000","137.7000","138.8500","136.6400"
"2016/11/28","138.3200","1691976.0000","140.5400","141.2100","137.1200"
"2016/11/25","141.2900","482866.0000","140.6100","141.5000","140.5500"
"2016/11/23","140.8000","1512534.0000","140.0000","141.5700","139.8500"
"2016/11/22","139.3500","1725910.0000","137.8100","139.5700","137.2000"
"2016/11/21","136.8300","1017844.0000","136.0700","137.3100","135.5100"
"2016/11/18","135.0300","1281410.0000","135.3200","136.4100","134.6000"
"2016/11/17","135.4300","1083388.0000","136.2000","136.5700","135.0100"
"2016/11/16","136.8700","1112905.0000","137.4400","137.4400","135.7500"
"2016/11/15","137.7800","1961061.0000","134.8800","137.8000","134.1500"
"2016/11/14","134.7400","4128452.0000","138.6700","139.2900","133.1600"
"2016/11/11","136.9900","1903933.0000","137.0000","138.1300","135.7500"
"2016/11/10","137.8100","3990534.0000","137.6600","141.6500","137.1900"
"2016/11/09","136.8500","3178136.0000","132.4100","138.3900","130.8600"
"2016/11/08","130.8600","1700320.0000","129.7000","131.5200","129.0800"
"2016/11/07","130.3400","2893770.0000","127.0200","130.4900","126.9500"
"2016/11/04","124.3100","1544782.0000","121.9200","125.5600","121.4300"
"2016/11/03","121.7500","1827062.0000","121.8400","123.5900","121.2200"
"2016/11/02","121.7200","1421738.0000","121.7900","122.9500","121.3500"
"2016/11/01","122.2900","3050336.0000","123.3300","126.0350","121.5800"
"2016/10/31","127.8200","1926995.0000","126.7300","128.0000","126.5300"
"2016/10/28","126.6200","1194745.0000","126.5500","127.9900","126.3400"
"2016/10/27","126.2600","1002457.0000","126.8300","127.0400","125.5100"
"2016/10/26","126.5200","837680.0000","125.1700","127.4700","125.0600"
"2016/10/25","125.5700","1314547.0000","125.8500","127.2600","125.2700"
"2016/10/24","126.6900","1149281.0000","127.1400","128.0900","125.6701"
"2016/10/21","126.6400","1375916.0000","125.9900","126.8600","124.8600"
"2016/10/20","126.9800","1543758.0000","127.6800","127.9400","126.3300"
"2016/10/19","128.3000","1026064.0000","127.0200","128.7400","126.3700"
"2016/10/18","127.0500","1335815.0000","126.6000","127.6000","125.9600"
"2016/10/17","125.8000","871168.0000","126.0300","126.2800","125.5000"
"2016/10/14","125.7600","1030703.0000","126.4000","128.4300","125.7600"
"2016/10/13","126.1300","1336431.0000","126.4700","126.4700","124.7500"
"2016/10/12","127.7700","1341040.0000","127.9600","128.4000","127.3600"
"2016/10/11","127.8600","2442512.0000","130.5200","131.0400","127.4800"
"2016/10/10","128.1700","974186.0000","129.3600","129.3936","127.8100"
"2016/10/07","128.4400","1961378.0000","130.1100","130.4300","127.0800"
"2016/10/06","130.4900","1199163.0000","129.7000","130.7300","129.2000"
"2016/10/05","130.2500","1320815.0000","128.2700","130.9600","127.7850"
"2016/10/04","127.3100","1104211.0000","127.8700","129.2600","126.9600"
"2016/10/03","127.8600","1125608.0000","127.4000","128.6900","127.2600"
"2016/09/30","128.1500","1760760.0000","125.3300","128.6000","125.1900"
"2016/09/29","124.2600","1199285.0000","123.3200","125.4200","123.2200"
"2016/09/28","123.6000","1217921.0000","120.9500","123.7000","120.9400"
"2016/09/27","120.4700","1079513.0000","120.1300","120.5400","119.4100"
"2016/09/26","120.2300","813893.0000","120.3300","121.4800","120.1200"
"2016/09/23","120.6300","934378.0000","121.2600","121.6300","120.1800"
"2016/09/22","121.9200","849302.0000","121.7200","122.6200","121.3700"
"2016/09/21","120.9200","886372.0000","119.5800","121.1000","119.4100"
"2016/09/20","119.1700","635935.0000","119.7700","120.2600","119.0400"
"2016/09/19","119.2900","911247.0000","120.4500","120.7000","119.0700"
"2016/09/16","119.5600","1802455.0000","119.3500","119.6900","118.2800"
"2016/09/15","119.5100","1012206.0000","118.2200","119.9525","117.7000"
"2016/09/14","118.0500","1033414.0000","117.4600","118.3550","117.1000"
"2016/09/13","117.3100","1134579.0000","117.8800","118.9400","116.8700"
"2016/09/12","118.9700","1085632.0000","116.4100","119.5300","116.3000"
"2016/09/09","116.8100","1262861.0000","118.8100","119.2600","116.8100"
"2016/09/08","119.8800","1738366.0000","119.3400","121.3900","118.5400"
"2016/09/07","119.7500","3044261.0000","116.7400","120.9300","116.0300"
"2016/09/06","116.9400","5679746.0000","120.9400","121.7500","116.6000"
"2016/09/02","126.1600","1273498.0000","126.1200","126.5500","125.6400"
"2016/09/01","125.4100","1507944.0000","125.6100","126.1500","124.2800"
"2016/08/31","125.6100","1357497.0000","125.5500","125.9200","124.5900"
"2016/08/30","126.0500","939734.0000","125.4900","126.1200","124.8800"
"2016/08/29","125.4900","1087098.0000","124.7400","125.9600","124.1400"
"2016/08/26","124.5100","1123103.0000","125.5400","127.2700","124.1800"
"2016/08/25","125.3300","727285.0000","124.7700","125.4322","124.1700"
"2016/08/24","124.9400","864824.0000","125.5000","126.0500","124.6500"
"2016/08/23","125.6600","997939.0000","126.0900","126.3050","125.5900"
"2016/08/22","125.3500","919347.0000","125.7300","125.9100","125.1200"
"2016/08/19","126.1300","1063908.0000","125.7900","126.5600","125.3000"
"2016/08/18","126.2200","1094287.0000","125.4800","126.8200","125.1700"
"2016/08/17","126.5100","1466280.0000","126.8700","127.2800","126.0500"
"2016/08/16","126.8700","1046573.0000","126.7700","127.5800","126.2100"
"2016/08/15","127.0100","1188872.0000","126.9100","127.5500","126.9100"
"2016/08/12","126.7300","884761.0000","127.2100","127.6400","126.4500"
"2016/08/11","127.1100","803382.0000","126.0800","127.3650","126.0800"
"2016/08/10","126.0700","619049.0000","126.2900","126.5236","125.8300"
"2016/08/09","125.8800","1023082.0000","126.4000","127.0900","125.5000"
"2016/08/08","126.4100","1294369.0000","125.9800","126.7000","125.7900"
"2016/08/05","125.3400","1015541.0000","123.3000","125.3400","123.3000"
"2016/08/04","123.2500","1240676.0000","122.0800","123.8500","121.0610"
"2016/08/03","122.2800","1760824.0000","120.7500","123.2600","120.4400"
"2016/08/02","121.0400","2177125.0000","121.7500","123.7100","119.1600"
"2016/08/01","121.8000","2666066.0000","122.5000","122.9300","120.7000"
"2016/07/29","122.7700","1666174.0000","122.0000","122.9700","120.5700"
"2016/07/28","122.1600","1608107.0000","122.7100","122.7100","121.2300"
"2016/07/27","123.4200","3574803.0000","122.0500","124.0900","121.7000"
"2016/07/26","122.0500","2694442.0000","118.1400","122.0800","117.5000"
"2016/07/25","118.1900","1108735.0000","118.0400","118.6000","117.3600"
"2016/07/22","118.2100","1058932.0000","118.3200","118.4400","117.4360"
"2016/07/21","118.4600","1751867.0000","118.0000","119.9800","117.5000"
"2016/07/20","117.5600","2066483.0000","116.7800","118.1900","116.0200"
"2016/07/19","116.4700","1545482.0000","117.4300","117.7900","116.3101"
"2016/07/18","118.1900","1957985.0000","118.3700","119.0492","117.0400"
"2016/07/15","119.0100","1110046.0000","119.8400","119.8400","118.5800"
"2016/07/14","119.4700","1636517.0000","119.3300","120.1800","118.9000"
"2016/07/13","118.1300","1636540.0000","118.3000","119.8700","117.7200"
"2016/07/12","118.9800","1615471.0000","116.7300","119.1800","116.2700"
"2016/07/11","115.8900","1077841.0000","114.8000","116.3399","113.7000"
